"row","col","corr"
"MB11C04 marine group","X13428",0.276947824678888
"MD3-55","X13428",0.0470102760099396
"metagenome","X13428",0.293293612818505
"Milano-WF1B-03","X13428",0.22810360974778
"MWH-UniP1 aquatic group","X13428",-0.0422895958669841
"Nitrosomonas","X13428",0.0875995002341305
"Nitrospina","X13428",0.42155451694481
"NS10 marine group","X13428",-0.0823412101748577
"NS2b marine group","X13428",0.182445421883859
"NS4 marine group","X13428",0.052697190013671
"NS5 marine group","X13428",0.104906775916472
"Oleibacter","X13428",0.00248429583052554
"Oleiphilus","X13428",0.0430982117152865
"Oleispira","X13428",0.038560508274473
"OM27 clade","X13428",0.344061761242629
"OM43 clade","X13428",-0.0357508568689943
"OM60(NOR5) clade","X13428",-0.0613507925939673
"OM75 clade","X13428",0.0255887021957825
"Pelagicoccus","X13428",-0.0749874406994881
"Peredibacter","X13428",0.380277140394351
"Persicirhabdus","X13428",0.135158528220769
"Planktomarina","X13428",-0.244021430529829
"Porticoccus","X13428",-0.116575637787403
"Prochlorococcus MIT9313","X13428",-0.0539838327233716
"Pseudoalteromonas","X13428",0.34935519766435
"Pseudofulvibacter","X13428",0.246893007058928
"Pseudohongiella","X13428",0.108318448410896
"Pseudomonas","X13428",0.278181604059878
"Psychromonas","X13428",0.216861830998094
"Reichenbachiella","X13428",0.14899308503136
"Rhodobacteraceae bacterium REDSEA-S29_B10","X13428",-0.0988080353685447
"Rhodopirellula","X13428",0.518903230945803
"Roseibacillus","X13428",0.105913352309681
"Roseobacter clade NAC11-7 lineage","X13428",0.114990231219717
"Rubripirellula","X13428",0.280433814635304
"Ruegeria","X13428",-0.0534464920603173
"Saprospira","X13428",-0.158280217614145
"SAR116 cluster bacterium REDSEA-S10_B10N8","X13428",-0.0682982585562939
"SAR202 cluster bacterium SCGC AAA240-N13","X13428",0.1911742868742
"SAR86 cluster bacterium REDSEA-S09_B4","X13428",0.293127460767886
"SAR92 clade","X13428",0.0450066898053529
"SCGC AAA164-E04","X13428",0.0813825244190272
"seawater metagenome","X13428",0.0166702266971805
"Shewanella","X13428",0.272941682421496
"Sinobacterium","X13428",0.209846453854174
"Sulfitobacter","X13428",-0.125671775079511
"SUP05 cluster","X13428",0.268077127719024
"Sva0996 marine group","X13428",0.350153379429398
"Synechococcus CC9902","X13428",0.094878984341972
"Thalassotalea","X13428",0.292959300440975
"Ulvibacter","X13428",-0.221021296170513
"A714019","X34241",-0.36168898921876
"Aliiglaciecola","X34241",-0.32920101544159
"Alteromonas","X34241",-0.364843238282581
"Alteromonas macleodii","X34241",-0.356952166143675
"Amphritea","X34241",-0.0191634681893634
"Amylibacter","X34241",0.487062748428351
"Ascidiaceihabitans","X34241",-0.036760113902904
"AT-s3-44","X34241",-0.370463581630248
"Aureispira","X34241",-0.407589886853266
"BD1-7 clade","X34241",0.150938487103634
"Blastopirellula","X34241",-0.338190912435804
"Candidatus Actinomarina","X34241",-0.166977943123486
"Candidatus Endoecteinascidia","X34241",-0.38594045187666
"Candidatus Nitrosopelagicus","X34241",-0.429421034540922
"Candidatus Nitrosopumilus","X34241",-0.354584980711809
"Candidatus Puniceispirillum","X34241",-0.130364221554948
"Catenovulum","X34241",-0.353460757227579
"CL500-3","X34241",0.0398637997797993
"Clade Ia","X34241",-0.159439152390446
"Clade Ib","X34241",-0.469302397370857
"Cm1-21","X34241",-0.34492906215867
"Colwellia","X34241",-0.379618932008399
"Crocinitomix","X34241",-0.314585705533498
"D_7__Chaetoceros","X34241",0.526741364387903
"Dokdonia","X34241",-0.257224429861156
"Flavicella","X34241",-0.368789466149749
"Fluviicola","X34241",0.014509367712378
"Formosa","X34241",0.529564101191084
"Francisella","X34241",0.401488484171604
"FS140-16B-02 marine group","X34241",-0.438612161008328
"Halioglobus","X34241",-0.314595654416449
"Halomonas","X34241",-0.401230669542024
"Hellea","X34241",0.52403588570998
"hydrothermal vent metagenome","X34241",-0.487113790009938
"Idiomarina","X34241",-0.293553902128547
"IS-44","X34241",-0.125574276535558
"JL-ETNP-F27","X34241",-0.374574415851375
"Lentimonas","X34241",-0.175272480249293
"Lentisphaera","X34241",-0.51787336058697
"Lewinella","X34241",0.556141707039812
"LS-NOB","X34241",-0.356207617213609
"Luminiphilus","X34241",-0.125573045379215
"Magnetospira","X34241",-0.375366128937143
"Marinagarivorans","X34241",-0.302653378935305
"marine metagenome","X34241",-0.560789315003485
"Marinimicrobia bacterium SCGC AAA003-E22","X34241",-0.359380310291997
"Marinimicrobia bacterium SCGC AAA160-I06","X34241",-0.40756093208114
"Marinobacter","X34241",-0.326593649694021
"Marinoscillum","X34241",-0.363174285064391
"MB11C04 marine group","X34241",-0.136026471109677
"MD3-55","X34241",-0.108610283553269
"metagenome","X34241",-0.539968226934181
"Milano-WF1B-03","X34241",-0.254062053670371
"MWH-UniP1 aquatic group","X34241",-0.197703983689679
"Nitrosomonas","X34241",-0.16145457227457
"Nitrospina","X34241",-0.473630510087818
"NS10 marine group","X34241",0.183046535155482
"NS2b marine group","X34241",-0.486041559634747
"NS4 marine group","X34241",0.106175343792168
"NS5 marine group","X34241",-0.21529299829191
"Oleibacter","X34241",-0.175095988941841
"Oleiphilus","X34241",0.333696985842467
"Oleispira","X34241",-0.190876112936269
"OM27 clade","X34241",-0.378641412592372
"OM43 clade","X34241",-0.014266320168047
"OM60(NOR5) clade","X34241",0.0838451987382794
"OM75 clade","X34241",-0.296695968161052
"Pelagicoccus","X34241",-0.236119919843021
"Peredibacter","X34241",-0.297918258148037
"Persicirhabdus","X34241",-0.256797258686332
"Planktomarina","X34241",0.440776723549014
"Porticoccus","X34241",-0.0886413404184598
"Prochlorococcus MIT9313","X34241",-0.206926252963961
"Pseudoalteromonas","X34241",-0.467769344290435
"Pseudofulvibacter","X34241",-0.421012428074073
"Pseudohongiella","X34241",-0.269355412591715
"Pseudomonas","X34241",-0.269837310918522
"Psychromonas","X34241",-0.284762965394745
"Reichenbachiella","X34241",-0.294838759371575
"Rhodobacteraceae bacterium REDSEA-S29_B10","X34241",-0.147577595273364
"Rhodopirellula","X34241",-0.391965402509983
"Roseibacillus","X34241",-0.234589631667025
"Roseobacter clade NAC11-7 lineage","X34241",-0.250614218819395
"Rubripirellula","X34241",-0.354828367522618
"Ruegeria","X34241",0.406004198465983
"Saprospira","X34241",0.542099422276446
"SAR116 cluster bacterium REDSEA-S10_B10N8","X34241",-0.196072947166143
"SAR202 cluster bacterium SCGC AAA240-N13","X34241",-0.325746652255707
"SAR86 cluster bacterium REDSEA-S09_B4","X34241",-0.369059714464406
"SAR92 clade","X34241",0.0936546804919672
"SCGC AAA164-E04","X34241",-0.172446522683676
"seawater metagenome","X34241",-0.138334430477147
"Shewanella","X34241",-0.188302562960372
"Sinobacterium","X34241",-0.145971853700701
"Sulfitobacter","X34241",0.43697695735318
"SUP05 cluster","X34241",-0.301043456599686
"Sva0996 marine group","X34241",-0.460542311463459
"Synechococcus CC9902","X34241",-0.419837547675819
"Thalassotalea","X34241",-0.347377050023718
"Ulvibacter","X34241",0.562956361366156
"A714019","X32520",-0.431833664506775
"Aliiglaciecola","X32520",-0.320931199222514
"Alteromonas","X32520",-0.435140179778467
"Alteromonas macleodii","X32520",-0.394747084544744
"Amphritea","X32520",-0.0452557670627694
"Amylibacter","X32520",0.415603415672618
"Ascidiaceihabitans","X32520",-0.103151405869665
"AT-s3-44","X32520",-0.4104577999615
"Aureispira","X32520",-0.441833885661211
"BD1-7 clade","X32520",0.0677444040869702
"Blastopirellula","X32520",-0.333950976031484
"Candidatus Actinomarina","X32520",-0.134923975984267
"Candidatus Endoecteinascidia","X32520",-0.418300664341998
"Candidatus Nitrosopelagicus","X32520",-0.478094386028012
"Candidatus Nitrosopumilus","X32520",-0.426099469896576
"Candidatus Puniceispirillum","X32520",-0.135622995534516
"Catenovulum","X32520",-0.368568786070776
"CL500-3","X32520",-0.00957029330114369
"Clade Ia","X32520",-0.154524511457925
"Clade Ib","X32520",-0.516029949878584
"Cm1-21","X32520",-0.380988129160263
"Colwellia","X32520",-0.413695908964978
"Crocinitomix","X32520",-0.388663111457508
"D_7__Chaetoceros","X32520",0.397034429629082
"Dokdonia","X32520",-0.300510204681304
"Flavicella","X32520",-0.357729442570421
"Fluviicola","X32520",0.0870888702278113
"Formosa","X32520",0.526171647619701
"Francisella","X32520",0.386340407742744
"FS140-16B-02 marine group","X32520",-0.481901685095296
"Halioglobus","X32520",-0.319122224701559
"Halomonas","X32520",-0.447455053645055
"Hellea","X32520",0.497072592319322
"hydrothermal vent metagenome","X32520",-0.556797006855499
"Idiomarina","X32520",-0.366028139351753
"IS-44","X32520",-0.0875853357991008
"JL-ETNP-F27","X32520",-0.423550498995894
"Lentimonas","X32520",-0.186148841037533
"Lentisphaera","X32520",-0.543557676331322
"Lewinella","X32520",0.451018950060721
"LS-NOB","X32520",-0.415764235640645
"Luminiphilus","X32520",-0.106671274205261
"Magnetospira","X32520",-0.410690176886716
"Marinagarivorans","X32520",-0.314346775195895
"marine metagenome","X32520",-0.636106861691362
"Marinimicrobia bacterium SCGC AAA003-E22","X32520",-0.39439990749538
"Marinimicrobia bacterium SCGC AAA160-I06","X32520",-0.472277790974864
"Marinobacter","X32520",-0.37868489771713
"Marinoscillum","X32520",-0.480747012270359
"MB11C04 marine group","X32520",-0.214324500529653
"MD3-55","X32520",-0.0865857235879974
"metagenome","X32520",-0.627874833184641
"Milano-WF1B-03","X32520",-0.272335791571202
"MWH-UniP1 aquatic group","X32520",-0.224142993917329
"Nitrosomonas","X32520",-0.220291476643421
"Nitrospina","X32520",-0.539600170813456
"NS10 marine group","X32520",0.263544596625471
"NS2b marine group","X32520",-0.521569225292037
"NS4 marine group","X32520",-0.0224214495525732
"NS5 marine group","X32520",-0.285560353712969
"Oleibacter","X32520",-0.241734961413896
"Oleiphilus","X32520",0.236829373232323
"Oleispira","X32520",-0.229375896975492
"OM27 clade","X32520",-0.448579641578341
"OM43 clade","X32520",-0.0704018820269474
"OM60(NOR5) clade","X32520",0.0703373402286066
"OM75 clade","X32520",-0.349679635740048
"Pelagicoccus","X32520",-0.268768789896591
"Peredibacter","X32520",-0.372238594900651
"Persicirhabdus","X32520",-0.245173541960208
"Planktomarina","X32520",0.400281365742368
"Porticoccus","X32520",-0.0731213771615465
"Prochlorococcus MIT9313","X32520",-0.245999307073412
"Pseudoalteromonas","X32520",-0.498949742126776
"Pseudofulvibacter","X32520",-0.442758617423756
"Pseudohongiella","X32520",-0.276521062811486
"Pseudomonas","X32520",-0.325002413988013
"Psychromonas","X32520",-0.315458819917531
"Reichenbachiella","X32520",-0.288846679383355
"Rhodobacteraceae bacterium REDSEA-S29_B10","X32520",-0.16303834632475
"Rhodopirellula","X32520",-0.456554539508949
"Roseibacillus","X32520",-0.221681515518001
"Roseobacter clade NAC11-7 lineage","X32520",-0.290145603891324
"Rubripirellula","X32520",-0.391072811147927
"Ruegeria","X32520",0.286060909359622
"Saprospira","X32520",0.443140330267008
"SAR116 cluster bacterium REDSEA-S10_B10N8","X32520",-0.213158314933929
"SAR202 cluster bacterium SCGC AAA240-N13","X32520",-0.354244177807064
"SAR86 cluster bacterium REDSEA-S09_B4","X32520",-0.413369961236057
"SAR92 clade","X32520",0.00952537834899357
"SCGC AAA164-E04","X32520",-0.222385969906235
"seawater metagenome","X32520",-0.161273361379878
"Shewanella","X32520",-0.244740326119453
"Sinobacterium","X32520",-0.194438324880927
"Sulfitobacter","X32520",0.321517561794508
"SUP05 cluster","X32520",-0.377011934735127
"Sva0996 marine group","X32520",-0.524681260685125
"Synechococcus CC9902","X32520",-0.425480253134267
"Thalassotalea","X32520",-0.334119365113593
"Ulvibacter","X32520",0.512969279978647
"A714019","X32533",-0.411805927168829
"Aliiglaciecola","X32533",-0.331680401701389
"Alteromonas","X32533",-0.41857264973713
"Alteromonas macleodii","X32533",-0.376755128075031
"Amphritea","X32533",-0.0358864516381073
"Amylibacter","X32533",0.408535556991593
"Ascidiaceihabitans","X32533",-0.125002338378222
"AT-s3-44","X32533",-0.390670244609663
"Aureispira","X32533",-0.443948502223383
"BD1-7 clade","X32533",0.0488358292734374
"Blastopirellula","X32533",-0.343153998022765
"Candidatus Actinomarina","X32533",-0.176108167755539
"Candidatus Endoecteinascidia","X32533",-0.400865767635968
"Candidatus Nitrosopelagicus","X32533",-0.458964186481074
"Candidatus Nitrosopumilus","X32533",-0.408757862388839
"Candidatus Puniceispirillum","X32533",-0.172176487540501
"Catenovulum","X32533",-0.362722484196126
"CL500-3","X32533",-0.010021301969928
"Clade Ia","X32533",-0.201410214948937
"Clade Ib","X32533",-0.494281861989949
"Cm1-21","X32533",-0.369288555483693
"Colwellia","X32533",-0.404010822608549
"Crocinitomix","X32533",-0.373078000847492
"D_7__Chaetoceros","X32533",0.393169196574361
"Dokdonia","X32533",-0.289370902840675
"Flavicella","X32533",-0.377177423015419
"Fluviicola","X32533",0.0534992118107942
"Formosa","X32533",0.519973574858617
"Francisella","X32533",0.341871691337072
"FS140-16B-02 marine group","X32533",-0.462348102083091
"Halioglobus","X32533",-0.313736278218396
"Halomonas","X32533",-0.435213614786244
"Hellea","X32533",0.495354499949785
"hydrothermal vent metagenome","X32533",-0.53574207811869
"Idiomarina","X32533",-0.35275795781303
"IS-44","X32533",-0.0786839269633019
"JL-ETNP-F27","X32533",-0.411637508037359
"Lentimonas","X32533",-0.192090798368165
"Lentisphaera","X32533",-0.535865221326872
"Lewinella","X32533",0.434675838797858
"LS-NOB","X32533",-0.399946215315714
"Luminiphilus","X32533",-0.113700353290296
"Magnetospira","X32533",-0.392824559281106
"Marinagarivorans","X32533",-0.309613116374049
"marine metagenome","X32533",-0.617435027304722
"Marinimicrobia bacterium SCGC AAA003-E22","X32533",-0.376524994538446
"Marinimicrobia bacterium SCGC AAA160-I06","X32533",-0.475656554181618
"Marinobacter","X32533",-0.359910702931922
"Marinoscillum","X32533",-0.478346062958213
"MB11C04 marine group","X32533",-0.213025397883452
"MD3-55","X32533",-0.126462413311596
"metagenome","X32533",-0.609975937869611
"Milano-WF1B-03","X32533",-0.265655844233073
"MWH-UniP1 aquatic group","X32533",-0.236476978365897
"Nitrosomonas","X32533",-0.209166424062261
"Nitrospina","X32533",-0.515159480244428
"NS10 marine group","X32533",0.246978826623761
"NS2b marine group","X32533",-0.537236952509718
"NS4 marine group","X32533",-0.0220796250010457
"NS5 marine group","X32533",-0.304349800137924
"Oleibacter","X32533",-0.237228081816916
"Oleiphilus","X32533",0.228139335362504
"Oleispira","X32533",-0.217505736838
"OM27 clade","X32533",-0.432462341664465
"OM43 clade","X32533",-0.100652695122274
"OM60(NOR5) clade","X32533",0.0457172066767362
"OM75 clade","X32533",-0.354033602392273
"Pelagicoccus","X32533",-0.267413246778292
"Peredibacter","X32533",-0.3521802692586
"Persicirhabdus","X32533",-0.257525212019278
"Planktomarina","X32533",0.423607599704838
"Porticoccus","X32533",-0.0670507146173976
"Prochlorococcus MIT9313","X32533",-0.241532197759136
"Pseudoalteromonas","X32533",-0.490333613781435
"Pseudofulvibacter","X32533",-0.435545413452797
"Pseudohongiella","X32533",-0.279641994483987
"Pseudomonas","X32533",-0.327997430972901
"Psychromonas","X32533",-0.305756241000847
"Reichenbachiella","X32533",-0.291679785298452
"Rhodobacteraceae bacterium REDSEA-S29_B10","X32533",-0.183512109631998
"Rhodopirellula","X32533",-0.434054034712196
"Roseibacillus","X32533",-0.236257121154842
"Roseobacter clade NAC11-7 lineage","X32533",-0.301454526966763
"Rubripirellula","X32533",-0.378873034656257
"Ruegeria","X32533",0.2755860089306
"Saprospira","X32533",0.413600527099893
"SAR116 cluster bacterium REDSEA-S10_B10N8","X32533",-0.229938354494581
"SAR202 cluster bacterium SCGC AAA240-N13","X32533",-0.33772704669108
"SAR86 cluster bacterium REDSEA-S09_B4","X32533",-0.39349856531557
"SAR92 clade","X32533",-0.0058452390895019
"SCGC AAA164-E04","X32533",-0.221392146709335
"seawater metagenome","X32533",-0.182025726079383
"Shewanella","X32533",-0.233963565510872
"Sinobacterium","X32533",-0.182521637108171
"Sulfitobacter","X32533",0.316006124945923
"SUP05 cluster","X32533",-0.36929325082795
"Sva0996 marine group","X32533",-0.50101176096652
"Synechococcus CC9902","X32533",-0.449309921600652
"Thalassotalea","X32533",-0.333192515960923
"Ulvibacter","X32533",0.523556220955045
"A714019","X16768",0.260056044639066
"Aliiglaciecola","X16768",0.0910092161023586
"Alteromonas","X16768",0.0762484375866228
"Alteromonas macleodii","X16768",0.0608780137455551
"Amphritea","X16768",-0.053370848134005
"Amylibacter","X16768",-0.203247762178138
"Ascidiaceihabitans","X16768",0.0881313250990036
"AT-s3-44","X16768",0.119303750778937
"Aureispira","X16768",0.136531156790772
"BD1-7 clade","X16768",-0.0481355375911469
"Blastopirellula","X16768",0.202130955592
"Candidatus Actinomarina","X16768",-0.0789769376665608
"Candidatus Endoecteinascidia","X16768",0.238245011949107
"Candidatus Nitrosopelagicus","X16768",0.242939578196652
"Candidatus Nitrosopumilus","X16768",0.226796423050171
"Candidatus Puniceispirillum","X16768",-0.118851025884642
"Catenovulum","X16768",0.0825967317192837
"CL500-3","X16768",0.097875996299468
"Clade Ia","X16768",0.0311651055441841
"Clade Ib","X16768",0.179290577767416
"Cm1-21","X16768",0.196320301593612
"Colwellia","X16768",0.064020199734312
"Crocinitomix","X16768",0.262458943468758
"D_7__Chaetoceros","X16768",-0.0840364070387702
"Dokdonia","X16768",-0.0762819046999966
"Flavicella","X16768",0.107218896044091
"Fluviicola","X16768",-0.218808630995843
"Formosa","X16768",-0.299473183820883
"Francisella","X16768",-0.0733706208566466
"FS140-16B-02 marine group","X16768",0.133812232823417
"Halioglobus","X16768",0.227570843328925
"Halomonas","X16768",-0.0795082319850603
"Hellea","X16768",-0.238844255974434
"hydrothermal vent metagenome","X16768",0.223905531058056
